0x00000D00,_u4__PIEVect0D00_Reset(4),,_u4__PIEVect0D02_INT1(4),,_u4__PIEVect0D04_INT2(4),,_u4__PIEVect0D06_INT3(4),,_u4__PIEVect0D08_INT4(4),,_u4__PIEVect0D0A_INT5(4),,_u4__PIEVect0D0C_INT6(4),,_u4__PIEVect0D0E_INT7(4)
0x00000D10,_u4__PIEVect0D10_INT8(4),,_u4__PIEVect0D12_INT9(4),,_u4__PIEVect0D14_INT10(4),,_u4__PIEVect0D16_INT11(4),,_u4__PIEVect0D18_INT12(4),,_u4__PIEVect0D1A_INT13(4),,_u4__PIEVect0D1C_INT14(4),,_u4__PIEVect0D1E_DATALOG(4)
0x00000D20,_u4__PIEVect0D20_RTOSINT(4),,_u4__PIEVect0D22_EMUINT(4),,_u4__PIEVect0D24_NMI(4),,_u4__PIEVect0D26_ILLEGAL(4),,_u4__PIEVect0D28_USER1(4),,_u4__PIEVect0D2A_USER2(4),,_u4__PIEVect0D2C_USER3(4),,_u4__PIEVect0D2E_USER4(4)
0x00000D30,_u4__PIEVect0D30_USER5(4),,_u4__PIEVect0D32_USER6(4),,_u4__PIEVect0D34_USER7(4),,_u4__PIEVect0D36_USER8(4),,_u4__PIEVect0D38_USER9(4),,_u4__PIEVect0D3A_USER10(4),,_u4__PIEVect0D3C_USER11(4),,_u4__PIEVect0D3E_USER12(4)
0x00000D40,_u4__PIEVect0D40_INT1_1(4),,_u4__PIEVect0D42_INT1_2(4),,_u4__PIEVect0D44_INT1_3(4),,_u4__PIEVect0D46_INT1_4(4),,_u4__PIEVect0D48_INT1_5(4),,_u4__PIEVect0D4A_INT1_6(4),,_u4__PIEVect0D4C_INT1_7(4),,_u4__PIEVect0D4E_INT1_8(4)
0x00000D50,_u4__PIEVect0D50_INT2_1(4),,_u4__PIEVect0D52_INT2_2(4),,_u4__PIEVect0D54_INT2_3(4),,_u4__PIEVect0D56_INT2_4(4),,_u4__PIEVect0D58_INT2_5(4),,_u4__PIEVect0D5A_INT2_6(4),,_u4__PIEVect0D5C_INT2_7(4),,_u4__PIEVect0D5E_INT2_8(4)
0x00000D60,_u4__PIEVect0D60_INT3_1(4),,_u4__PIEVect0D62_INT3_2(4),,_u4__PIEVect0D64_INT3_3(4),,_u4__PIEVect0D66_INT3_4(4),,_u4__PIEVect0D68_INT3_5(4),,_u4__PIEVect0D6A_INT3_6(4),,_u4__PIEVect0D6C_INT3_7(4),,_u4__PIEVect0D6E_INT3_8(4)
0x00000D70,_u4__PIEVect0D70_INT4_1(4),,_u4__PIEVect0D72_INT4_2(4),,_u4__PIEVect0D74_INT4_3(4),,_u4__PIEVect0D76_INT4_4(4),,_u4__PIEVect0D78_INT4_5(4),,_u4__PIEVect0D7A_INT4_6(4),,_u4__PIEVect0D7C_INT4_7(4),,_u4__PIEVect0D7E_INT4_8(4)
0x00000D80,_u4__PIEVect0D80_INT5_1(4),,_u4__PIEVect0D82_INT5_2(4),,_u4__PIEVect0D84_INT5_3(4),,_u4__PIEVect0D86_INT5_4(4),,_u4__PIEVect0D88_INT5_5(4),,_u4__PIEVect0D8A_INT5_6(4),,_u4__PIEVect0D8C_INT5_7(4),,_u4__PIEVect0D8E_INT5_8(4)
0x00000D90,_u4__PIEVect0D90_INT6_1(4),,_u4__PIEVect0D92_INT6_2(4),,_u4__PIEVect0D94_INT6_3(4),,_u4__PIEVect0D96_INT6_4(4),,_u4__PIEVect0D98_INT6_5(4),,_u4__PIEVect0D9A_INT6_6(4),,_u4__PIEVect0D9C_INT6_7(4),,_u4__PIEVect0D9E_INT6_8(4)
0x00000DA0,_u4__PIEVect0DA0_INT7_1(4),,_u4__PIEVect0DA2_INT7_2(4),,_u4__PIEVect0DA4_INT7_3(4),,_u4__PIEVect0DA6_INT7_4(4),,_u4__PIEVect0DA8_INT7_5(4),,_u4__PIEVect0DAA_INT7_6(4),,_u4__PIEVect0DAC_INT7_7(4),,_u4__PIEVect0DAE_INT7_8(4)
0x00000DB0,_u4__PIEVect0DB0_INT8_1(4),,_u4__PIEVect0DB2_INT8_2(4),,_u4__PIEVect0DB4_INT8_3(4),,_u4__PIEVect0DB6_INT8_4(4),,_u4__PIEVect0DB8_INT8_5(4),,_u4__PIEVect0DBA_INT8_6(4),,_u4__PIEVect0DBC_INT8_7(4),,_u4__PIEVect0DBE_INT8_8(4)
0x00000DC0,_u4__PIEVect0DC0_INT9_1(4),,_u4__PIEVect0DC2_INT9_2(4),,_u4__PIEVect0DC4_INT9_3(4),,_u4__PIEVect0DC6_INT9_4(4),,_u4__PIEVect0DC8_INT9_5(4),,_u4__PIEVect0DCA_INT9_6(4),,_u4__PIEVect0DCC_INT9_7(4),,_u4__PIEVect0DCE_INT9_8(4)
0x00000DD0,_u4__PIEVect0DD0_INT10_1(4),,_u4__PIEVect0DD2_INT10_2(4),,_u4__PIEVect0DD4_INT10_3(4),,_u4__PIEVect0DD6_INT10_4(4),,_u4__PIEVect0DD8_INT10_5(4),,_u4__PIEVect0DDA_INT10_6(4),,_u4__PIEVect0DDC_INT10_7(4),,_u4__PIEVect0DDE_INT10_8(4)
0x00000DE0,_u4__PIEVect0DE0_INT11_1(4),,_u4__PIEVect0DE2_INT11_2(4),,_u4__PIEVect0DE4_INT11_3(4),,_u4__PIEVect0DE6_INT11_4(4),,_u4__PIEVect0DE8_INT11_5(4),,_u4__PIEVect0DEA_INT11_6(4),,_u4__PIEVect0DEC_INT11_7(4),,_u4__PIEVect0DEE_INT11_8(4)
0x00000DF0,_u4__PIEVect0DF0_INT12_1(4),,_u4__PIEVect0DF2_INT12_2(4),,_u4__PIEVect0DF4_INT12_3(4),,_u4__PIEVect0DF6_INT12_4(4),,_u4__PIEVect0DF8_INT12_5(4),,_u4__PIEVect0DFA_INT12_6(4),,_u4__PIEVect0DFC_INT12_7(4),,_u4__PIEVect0DFE_INT12_8(4)
0x00000E00,_u4__PIEVect0E00_INT1_9(4),,_u4__PIEVect0E02_INT1_10(4),,_u4__PIEVect0E04_INT1_11(4),,_u4__PIEVect0E06_INT1_12(4),,_u4__PIEVect0E08_INT1_13(4),,_u4__PIEVect0E0A_INT1_14(4),,_u4__PIEVect0E0C_INT1_15(4),,_u4__PIEVect0E0E_INT1_16(4)
0x00000E10,_u4__PIEVect0E10_INT2_9(4),,_u4__PIEVect0E12_INT2_10(4),,_u4__PIEVect0E14_INT2_11(4),,_u4__PIEVect0E16_INT2_12(4),,_u4__PIEVect0E18_INT2_13(4),,_u4__PIEVect0E1A_INT2_14(4),,_u4__PIEVect0E1C_INT2_15(4),,_u4__PIEVect0E1E_INT2_16(4)
0x00000E20,_u4__PIEVect0E20_INT3_9(4),,_u4__PIEVect0E22_INT3_10(4),,_u4__PIEVect0E24_INT3_11(4),,_u4__PIEVect0E26_INT3_12(4),,_u4__PIEVect0E28_INT3_13(4),,_u4__PIEVect0E2A_INT3_14(4),,_u4__PIEVect0E2C_INT3_15(4),,_u4__PIEVect0E2E_INT3_16(4)
0x00000E30,_u4__PIEVect0E30_INT4_9(4),,_u4__PIEVect0E32_INT4_10(4),,_u4__PIEVect0E34_INT4_11(4),,_u4__PIEVect0E36_INT4_12(4),,_u4__PIEVect0E38_INT4_13(4),,_u4__PIEVect0E3A_INT4_14(4),,_u4__PIEVect0E3C_INT4_15(4),,_u4__PIEVect0E3E_INT4_16(4)
0x00000E40,_u4__PIEVect0E40_INT5_9(4),,_u4__PIEVect0E42_INT5_10(4),,_u4__PIEVect0E44_INT5_11(4),,_u4__PIEVect0E46_INT5_12(4),,_u4__PIEVect0E48_INT5_13(4),,_u4__PIEVect0E4A_INT5_14(4),,_u4__PIEVect0E4C_INT5_15(4),,_u4__PIEVect0E4E_INT5_16(4)
0x00000E50,_u4__PIEVect0E50_INT6_9(4),,_u4__PIEVect0E52_INT6_10(4),,_u4__PIEVect0E54_INT6_11(4),,_u4__PIEVect0E56_INT6_12(4),,_u4__PIEVect0E58_INT6_13(4),,_u4__PIEVect0E5A_INT6_14(4),,_u4__PIEVect0E5C_INT6_15(4),,_u4__PIEVect0E5E_INT6_16(4)
0x00000E60,_u4__PIEVect0E60_INT7_9(4),,_u4__PIEVect0E62_INT7_10(4),,_u4__PIEVect0E64_INT7_11(4),,_u4__PIEVect0E66_INT7_12(4),,_u4__PIEVect0E68_INT7_13(4),,_u4__PIEVect0E6A_INT7_14(4),,_u4__PIEVect0E6C_INT7_15(4),,_u4__PIEVect0E6E_INT7_16(4)
0x00000E70,_u4__PIEVect0E70_INT8_9(4),,_u4__PIEVect0E72_INT8_10(4),,_u4__PIEVect0E74_INT8_11(4),,_u4__PIEVect0E76_INT8_12(4),,_u4__PIEVect0E78_INT8_13(4),,_u4__PIEVect0E7A_INT8_14(4),,_u4__PIEVect0E7C_INT8_15(4),,_u4__PIEVect0E7E_INT8_16(4)
0x00000E80,_u4__PIEVect0E80_INT9_9(4),,_u4__PIEVect0E82_INT9_10(4),,_u4__PIEVect0E84_INT9_11(4),,_u4__PIEVect0E86_INT9_12(4),,_u4__PIEVect0E88_INT9_13(4),,_u4__PIEVect0E8A_INT9_14(4),,_u4__PIEVect0E8C_INT9_15(4),,_u4__PIEVect0E8E_INT9_16(4)
0x00000E90,_u4__PIEVect0E90_INT10_9(4),,_u4__PIEVect0E92_INT10_10(4),,_u4__PIEVect0E94_INT10_11(4),,_u4__PIEVect0E96_INT10_12(4),,_u4__PIEVect0E98_INT10_13(4),,_u4__PIEVect0E9A_INT10_14(4),,_u4__PIEVect0E9C_INT10_15(4),,_u4__PIEVect0E9E_INT10_16(4)
0x00000EA0,_u4__PIEVect0EA0_INT11_9(4),,_u4__PIEVect0EA2_INT11_10(4),,_u4__PIEVect0EA4_INT11_11(4),,_u4__PIEVect0EA6_INT11_12(4),,_u4__PIEVect0EA8_INT11_13(4),,_u4__PIEVect0EAA_INT11_14(4),,_u4__PIEVect0EAC_INT11_15(4),,_u4__PIEVect0EAE_INT11_16(4)
0x00000EB0,_u4__PIEVect0EB0_INT12_9(4),,_u4__PIEVect0EB2_INT12_10(4),,_u4__PIEVect0EB4_INT12_11(4),,_u4__PIEVect0EB6_INT12_12(4),,_u4__PIEVect0EB8_INT12_13(4),,_u4__PIEVect0EBA_INT12_14(4),,_u4__PIEVect0EBC_INT12_15(4),,_u4__PIEVect0EBE_INT12_16(4)
0x00000EC0,_u4__PIEVect0EC0_UNDEF(4),,_u4__PIEVect0EC2_UNDEF(4),,_u4__PIEVect0EC4_UNDEF(4),,_u4__PIEVect0EC6_UNDEF(4),,_u4__PIEVect0EC8_UNDEF(4),,_u4__PIEVect0ECA_UNDEF(4),,_u4__PIEVect0ECC_UNDEF(4),,_u4__PIEVect0ECE_UNDEF(4)
0x00000ED0,_u4__PIEVect0ED0_UNDEF(4),,_u4__PIEVect0ED2_UNDEF(4),,_u4__PIEVect0ED4_UNDEF(4),,_u4__PIEVect0ED6_UNDEF(4),,_u4__PIEVect0ED8_UNDEF(4),,_u4__PIEVect0EDA_UNDEF(4),,_u4__PIEVect0EDC_UNDEF(4),,_u4__PIEVect0EDE_UNDEF(4)
0x00000EE0,_u4__PIEVect0EE0_UNDEF(4),,_u4__PIEVect0EE2_UNDEF(4),,_u4__PIEVect0EE4_UNDEF(4),,_u4__PIEVect0EE6_UNDEF(4),,_u4__PIEVect0EE8_UNDEF(4),,_u4__PIEVect0EEA_UNDEF(4),,_u4__PIEVect0EEC_UNDEF(4),,_u4__PIEVect0EEE_UNDEF(4)
0x00000EF0,_u4__PIEVect0EF0_UNDEF(4),,_u4__PIEVect0EF2_UNDEF(4),,_u4__PIEVect0EF4_UNDEF(4),,_u4__PIEVect0EF6_UNDEF(4),,_u4__PIEVect0EF8_UNDEF(4),,_u4__PIEVect0EFA_UNDEF(4),,_u4__PIEVect0EFC_UNDEF(4),,_u4__PIEVect0EFE_UNDEF(4)
